137	121	107
96	123	105
132	124	105
97	126	103
120	128	102
108	130	102
109	130	101
113	128	100
119	123	101
126	118	103
133	112	105
135	109	107
131	108	108
126	110	107
123	113	106
123	114	106
110	124	112
126	115	115
112	106	118
131	98	122
140	96	122
122	101	121
122	104	118
112	106	119
137	103	120
120	101	122
137	105	121
118	114	120
111	123	118
107	120	120
132	105	125
124	96	130
116	152	68
112	148	77
109	140	92
110	132	108
111	125	117
112	118	119
115	114	114
117	115	109
119	116	107
120	119	109
119	121	114
114	123	118
112	122	116
117	119	110
125	118	102
129	118	97
120	108	116
126	111	111
125	114	107
120	113	109
119	108	118
123	103	127
123	103	127
119	106	122
115	113	113
127	114	111
116	111	117
109	104	128
124	100	134
126	103	130
117	111	116
124	117	106
120	127	92
119	126	92
118	121	99
119	113	109
120	107	118
122	109	114
121	116	103
120	119	99
135	111	109
107	101	127
121	97	132
132	105	119
119	119	99
124	123	94
128	115	106
120	106	120
120	118	101
120	118	101
120	118	101
120	118	101
120	118	101
120	118	101
120	118	101
120	118	101
119	118	101
119	118	101
119	118	101
119	118	101
119	118	101
119	118	101
119	118	101
119	118	101
119	105	126
119	106	125
118	106	125
118	107	124
117	108	122
117	107	122
117	108	122
117	108	122
116	108	122
120	108	122
126	107	122
119	108	122
111	106	124
122	106	125
132	106	125
124	105	126
136	102	127
108	118	123
139	117	123
246	118	124
251	121	126
242	120	123
235	121	123
252	122	126
229	124	123
245	123	122
243	123	122
241	121	123
241	119	123
241	119	123
245	119	124
248	119	124
250	119	125
247	129	123
236	125	117
249	117	124
245	108	122
244	106	121
221	110	117
127	116	115
99	117	115
126	114	117
236	111	119
235	115	119
244	124	121
247	129	123
244	128	121
240	116	123
246	110	122
243	118	121
244	120	121
247	122	123
249	120	133
249	116	139
248	114	136
247	113	128
247	113	123
244	113	121
243	118	121
245	123	122
245	125	122
246	122	123
247	116	123
246	110	122
244	107	121
246	113	123
246	114	122
246	114	122
246	115	122
248	114	125
248	114	129
248	114	129
246	117	122
245	118	122
244	118	121
246	117	122
249	117	125
249	116	128
243	115	125
235	120	116
242	120	120
247	121	123
246	121	122
246	120	123
248	118	125
249	115	130
249	116	127
248	117	124
248	117	123
238	115	124
249	116	133
246	109	141
248	113	131
240	120	119
242	122	120
222	119	122
249	116	133
248	118	123
248	118	123
248	118	123
248	118	123
248	118	123
248	118	123
248	118	123
248	118	123
247	118	123
247	118	123
