151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
225	128	128
191	86	144
191	86	144
201	112	123
243	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
186	67	168
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
198	101	148
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
225	128	128
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
185	63	167
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
225	128	128
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
183	57	188
185	63	167
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
151	161	65
255	128	128
255	128	128
255	128	128
255	128	128
151	161	65
151	161	65
