,87200,87300,87100,86300,86600
,87200,87400,87100,86300,86600
,87200,87400,87100,86300,86600
,87200,87400,87100,86300,86600
,87200,87400,87100,86300,86600
,87200,87400,87100,86300,86600
,87200,87400,87100,86400,86600
,87200,87400,87100,86400,86600
,87300,87400,87200,86400,86600
,87300,87400,87200,86500,86700
,87300,87400,87300,86500,86700
,87400,87400,87300,86600,86700
,87400,87400,87400,86600,86800
,87400,87400,87400,86600,86800
,87400,87400,87400,86600,86800
,87400,87400,87400,86600,86900
,87400,87400,87400,86600,86900
,87400,87400,87400,86600,86900
,87400,87400,87400,86600,86900
,87400,87400,87400,86600,86900
,87400,87400,87400,86600,86900
,87400,87400,87400,86600,86900
,87400,87400,87400,86600,86900
,87400,87400,87400,86600,86900
,87400,87400,87400,86600,86900
,87400,87400,87400,86600,86900
,87400,87400,87400,86600,86900
,87400,87400,87400,86600,86900
,87400,87400,87400,86600,86900
,87400,87400,87400,86600,86900
,87400,87500,87400,86600,86900
,87400,87500,87400,86600,86900
,87400,87500,87400,86600,86900
,87400,87500,87400,86600,86900
,87400,87500,87400,86600,86900
,87500,87600,87400,86600,86900
,87500,87600,87400,86600,86900
,87500,87600,87400,86600,86900
,87500,87600,87400,86600,87000
,87500,87700,87400,86600,87000
,87500,87700,87400,86600,87000
,87500,87700,87400,86600,87100
,87500,87700,87400,86700,87200
,87600,87700,87400,86800,87200
,87700,87700,87500,86900,87200
,87700,87700,87600,86900,87300
,87900,87700,87700,86900,87400
,87900,87700,87700,87000,87400
,88000,87800,87800,87000,87500
,88000,87800,87800,87000,87500
,88000,88000,87900,87100,87500
,88000,88000,87900,87100,87600
,88000,88100,87900,87100,87600
,88000,88100,87900,87100,87700
,88000,88200,88000,87100,87800
,88100,88300,88000,87200,87900
,88100,88400,88000,87200,88000
,88100,88500,88100,87300,88100
,88100,88500,88100,87400,88100
,88200,88600,88200,87500,88200
,88300,88600,88300,87600,88200
